,Best CCF Lag,Best Covariance Lag,ADL Params
2024-01-01 to 2024-12-31,-10,-10,"{'const': 0.18943209659986515, 'percent.L1': 0.313435179623721, 'percent.L2': 0.7378046188966741, 'percent.L3': -0.18904140142372675, 'percent.L4': 0.2364693443446381, 'percent.L5': -0.03024898129009907, 'percent.L6': 0.0014595365455448324, 'percent.L7': -0.10335990705413721, 'percent.L8': 0.037086364482438954, 'percent.L9': 8.381306162013225e-05, 'percent.L10': -0.05178941298088191}"
