,2019-01-01 to 2024-12-31,2019-01-01 to 2023-12-31,2019-01-01 to 2022-12-31,2019-01-01 to 2021-12-31,2019-01-01 to 2020-12-31,2019-01-01 to 2019-12-31,2020-01-01 to 2020-12-31,2020-01-01 to 2021-12-31,2020-01-01 to 2022-12-31,2020-01-01 to 2023-12-31,2020-01-01 to 2024-12-31,2021-01-01 to 2021-12-31,2021-01-01 to 2022-12-31,2021-01-01 to 2023-12-31,2021-01-01 to 2024-12-31,2022-01-01 to 2022-12-31,2022-01-01 to 2023-12-31,2022-01-01 to 2024-12-31,2023-01-01 to 2023-12-31,2023-01-01 to 2024-12-31,2024-01-01 to 2024-12-31
60601,0,-10,-10,-10,-2,-10,-10,9,-10,-10,-10,4,-2,-10,-2,-10,-10,-2,-6,-8,-8
