MMWR_Week,Week_Start,Week_End,ZIP_Code,ILI_Activity_Level,RECORD_ID,ZIP_Code_Location
47,11/19/2023,11/25/2023,60661,7,2023-47-60661,POINT (-87.644283 41.882786)
14,03/31/2024,04/06/2024,60620,7,2024-14-60620,POINT (-87.651656 41.740873)
14,03/31/2024,04/06/2024,60645,7,2024-14-60645,POINT (-87.695049 42.008927)
40,09/29/2019,10/05/2019,60615,4,2019-40-60615,POINT (-87.602725 41.801993)
41,10/06/2019,10/12/2019,60634,4,2019-41-60634,POINT (-87.797373 41.944967)
41,10/06/2019,10/12/2019,60654,1,2019-41-60654,POINT (-87.636354 41.892485)
41,10/06/2019,10/12/2019,60659,3,2019-41-60659,POINT (-87.703266 41.990803)
42,10/13/2019,10/19/2019,60604,1,2019-42-60604,POINT (-87.629029 41.878153)
43,10/20/2019,10/26/2019,60659,4,2019-43-60659,POINT (-87.703266 41.990803)
44,10/27/2019,11/02/2019,60603,1,2019-44-60603,POINT (-87.625473 41.880112)
44,10/27/2019,11/02/2019,60604,1,2019-44-60604,POINT (-87.629029 41.878153)
44,10/27/2019,11/02/2019,60615,3,2019-44-60615,POINT (-87.602725 41.801993)
45,11/03/2019,11/09/2019,60615,7,2019-45-60615,POINT (-87.602725 41.801993)
45,11/03/2019,11/09/2019,60634,7,2019-45-60634,POINT (-87.797373 41.944967)
46,11/10/2019,11/16/2019,60604,1,2019-46-60604,POINT (-87.629029 41.878153)
46,11/10/2019,11/16/2019,60659,6,2019-46-60659,POINT (-87.703266 41.990803)
47,11/17/2019,11/23/2019,60603,1,2019-47-60603,POINT (-87.625473 41.880112)
47,11/17/2019,11/23/2019,60659,6,2019-47-60659,POINT (-87.703266 41.990803)
48,11/24/2019,11/30/2019,60615,2,2019-48-60615,POINT (-87.602725 41.801993)
48,11/24/2019,11/30/2019,60634,9,2019-48-60634,POINT (-87.797373 41.944967)
48,11/24/2019,11/30/2019,60659,4,2019-48-60659,POINT (-87.703266 41.990803)
49,12/01/2019,12/07/2019,60603,1,2019-49-60603,POINT (-87.625473 41.880112)
49,12/01/2019,12/07/2019,60615,9,2019-49-60615,POINT (-87.602725 41.801993)
49,12/01/2019,12/07/2019,60659,8,2019-49-60659,POINT (-87.703266 41.990803)
50,12/08/2019,12/14/2019,60603,1,2019-50-60603,POINT (-87.625473 41.880112)
51,12/15/2019,12/21/2019,60615,10,2019-51-60615,POINT (-87.602725 41.801993)
51,12/15/2019,12/21/2019,60634,10,2019-51-60634,POINT (-87.797373 41.944967)
51,12/15/2019,12/21/2019,60659,10,2019-51-60659,POINT (-87.703266 41.990803)
52,12/22/2019,12/28/2019,60603,1,2019-52-60603,POINT (-87.625473 41.880112)
52,12/22/2019,12/28/2019,60604,1,2019-52-60604,POINT (-87.629029 41.878153)
52,12/22/2019,12/28/2019,60634,10,2019-52-60634,POINT (-87.797373 41.944967)
1,12/29/2019,01/04/2020,60634,10,2020-01-60634,POINT (-87.797373 41.944967)
1,12/29/2019,01/04/2020,60654,2,2020-01-60654,POINT (-87.636354 41.892485)
1,12/29/2019,01/04/2020,60659,10,2020-01-60659,POINT (-87.703266 41.990803)
2,01/05/2020,01/11/2020,60603,1,2020-02-60603,POINT (-87.625473 41.880112)
2,01/05/2020,01/11/2020,60634,10,2020-02-60634,POINT (-87.797373 41.944967)
2,01/05/2020,01/11/2020,60654,10,2020-02-60654,POINT (-87.636354 41.892485)
2,01/05/2020,01/11/2020,60659,10,2020-02-60659,POINT (-87.703266 41.990803)
3,01/12/2020,01/18/2020,60604,10,2020-03-60604,POINT (-87.629029 41.878153)
3,01/12/2020,01/18/2020,60659,8,2020-03-60659,POINT (-87.703266 41.990803)
4,01/19/2020,01/25/2020,60604,1,2020-04-60604,POINT (-87.629029 41.878153)
4,01/19/2020,01/25/2020,60634,10,2020-04-60634,POINT (-87.797373 41.944967)
4,01/19/2020,01/25/2020,60654,6,2020-04-60654,POINT (-87.636354 41.892485)
6,02/02/2020,02/08/2020,60603,1,2020-06-60603,POINT (-87.625473 41.880112)
6,02/02/2020,02/08/2020,60654,10,2020-06-60654,POINT (-87.636354 41.892485)
6,02/02/2020,02/08/2020,60659,10,2020-06-60659,POINT (-87.703266 41.990803)
7,02/09/2020,02/15/2020,60604,1,2020-07-60604,POINT (-87.629029 41.878153)
7,02/09/2020,02/15/2020,60615,10,2020-07-60615,POINT (-87.602725 41.801993)
10,03/01/2020,03/07/2020,60604,1,2020-10-60604,POINT (-87.629029 41.878153)
10,03/01/2020,03/07/2020,60615,10,2020-10-60615,POINT (-87.602725 41.801993)
10,03/01/2020,03/07/2020,60634,10,2020-10-60634,POINT (-87.797373 41.944967)
11,03/08/2020,03/14/2020,60615,10,2020-11-60615,POINT (-87.602725 41.801993)
11,03/08/2020,03/14/2020,60634,10,2020-11-60634,POINT (-87.797373 41.944967)
12,03/15/2020,03/21/2020,60604,1,2020-12-60604,POINT (-87.629029 41.878153)
12,03/15/2020,03/21/2020,60615,10,2020-12-60615,POINT (-87.602725 41.801993)
12,03/15/2020,03/21/2020,60654,10,2020-12-60654,POINT (-87.636354 41.892485)
13,03/22/2020,03/28/2020,60604,1,2020-13-60604,POINT (-87.629029 41.878153)
13,03/22/2020,03/28/2020,60634,10,2020-13-60634,POINT (-87.797373 41.944967)
14,03/29/2020,04/04/2020,60604,1,2020-14-60604,POINT (-87.629029 41.878153)
14,03/29/2020,04/04/2020,60615,10,2020-14-60615,POINT (-87.602725 41.801993)
14,03/29/2020,04/04/2020,60659,10,2020-14-60659,POINT (-87.703266 41.990803)
15,04/05/2020,04/11/2020,60604,1,2020-15-60604,POINT (-87.629029 41.878153)
16,04/12/2020,04/18/2020,60654,1,2020-16-60654,POINT (-87.636354 41.892485)
17,04/19/2020,04/25/2020,60604,1,2020-17-60604,POINT (-87.629029 41.878153)
17,04/19/2020,04/25/2020,60659,10,2020-17-60659,POINT (-87.703266 41.990803)
18,04/26/2020,05/02/2020,60603,1,2020-18-60603,POINT (-87.625473 41.880112)
18,04/26/2020,05/02/2020,60654,1,2020-18-60654,POINT (-87.636354 41.892485)
18,04/26/2020,05/02/2020,60659,2,2020-18-60659,POINT (-87.703266 41.990803)
19,05/03/2020,05/09/2020,60615,4,2020-19-60615,POINT (-87.602725 41.801993)
20,05/10/2020,05/16/2020,60634,4,2020-20-60634,POINT (-87.797373 41.944967)
20,05/10/2020,05/16/2020,60654,1,2020-20-60654,POINT (-87.636354 41.892485)
20,05/10/2020,05/16/2020,60659,10,2020-20-60659,POINT (-87.703266 41.990803)
40,09/27/2020,10/03/2020,60604,10,2020-40-60604,POINT (-87.629029 41.878153)
40,09/27/2020,10/03/2020,60654,1,2020-40-60654,POINT (-87.636354 41.892485)
41,10/04/2020,10/10/2020,60603,1,2020-41-60603,POINT (-87.625473 41.880112)
41,10/04/2020,10/10/2020,60604,1,2020-41-60604,POINT (-87.629029 41.878153)
41,10/04/2020,10/10/2020,60615,4,2020-41-60615,POINT (-87.602725 41.801993)
41,10/04/2020,10/10/2020,60654,1,2020-41-60654,POINT (-87.636354 41.892485)
41,10/04/2020,10/10/2020,60659,1,2020-41-60659,POINT (-87.703266 41.990803)
42,10/11/2020,10/17/2020,60615,1,2020-42-60615,POINT (-87.602725 41.801993)
42,10/11/2020,10/17/2020,60634,1,2020-42-60634,POINT (-87.797373 41.944967)
43,10/18/2020,10/24/2020,60604,1,2020-43-60604,POINT (-87.629029 41.878153)
43,10/18/2020,10/24/2020,60634,1,2020-43-60634,POINT (-87.797373 41.944967)
43,10/18/2020,10/24/2020,60654,1,2020-43-60654,POINT (-87.636354 41.892485)
45,11/01/2020,11/07/2020,60604,1,2020-45-60604,POINT (-87.629029 41.878153)
45,11/01/2020,11/07/2020,60654,1,2020-45-60654,POINT (-87.636354 41.892485)
46,11/08/2020,11/14/2020,60604,1,2020-46-60604,POINT (-87.629029 41.878153)
46,11/08/2020,11/14/2020,60615,1,2020-46-60615,POINT (-87.602725 41.801993)
46,11/08/2020,11/14/2020,60634,4,2020-46-60634,POINT (-87.797373 41.944967)
47,11/15/2020,11/21/2020,60604,1,2020-47-60604,POINT (-87.629029 41.878153)
47,11/15/2020,11/21/2020,60659,8,2020-47-60659,POINT (-87.703266 41.990803)
48,11/22/2020,11/28/2020,60604,1,2020-48-60604,POINT (-87.629029 41.878153)
48,11/22/2020,11/28/2020,60654,1,2020-48-60654,POINT (-87.636354 41.892485)
48,11/22/2020,11/28/2020,60659,1,2020-48-60659,POINT (-87.703266 41.990803)
49,11/29/2020,12/05/2020,60603,1,2020-49-60603,POINT (-87.625473 41.880112)
49,11/29/2020,12/05/2020,60654,1,2020-49-60654,POINT (-87.636354 41.892485)
50,12/06/2020,12/12/2020,60603,1,2020-50-60603,POINT (-87.625473 41.880112)
50,12/06/2020,12/12/2020,60654,1,2020-50-60654,POINT (-87.636354 41.892485)
50,12/06/2020,12/12/2020,60659,1,2020-50-60659,POINT (-87.703266 41.990803)
52,12/20/2020,12/26/2020,60634,1,2020-52-60634,POINT (-87.797373 41.944967)
52,12/20/2020,12/26/2020,60659,1,2020-52-60659,POINT (-87.703266 41.990803)
1,01/03/2021,01/09/2021,60603,1,2021-01-60603,POINT (-87.625473 41.880112)
1,01/03/2021,01/09/2021,60615,1,2021-01-60615,POINT (-87.602725 41.801993)
2,01/10/2021,01/16/2021,60604,1,2021-02-60604,POINT (-87.629029 41.878153)
2,01/10/2021,01/16/2021,60615,2,2021-02-60615,POINT (-87.602725 41.801993)
2,01/10/2021,01/16/2021,60654,1,2021-02-60654,POINT (-87.636354 41.892485)
3,01/17/2021,01/23/2021,60603,1,2021-03-60603,POINT (-87.625473 41.880112)
3,01/17/2021,01/23/2021,60615,2,2021-03-60615,POINT (-87.602725 41.801993)
4,01/24/2021,01/30/2021,60659,1,2021-04-60659,POINT (-87.703266 41.990803)
5,01/31/2021,02/06/2021,60604,1,2021-05-60604,POINT (-87.629029 41.878153)
5,01/31/2021,02/06/2021,60634,1,2021-05-60634,POINT (-87.797373 41.944967)
5,01/31/2021,02/06/2021,60659,3,2021-05-60659,POINT (-87.703266 41.990803)
6,02/07/2021,02/13/2021,60615,1,2021-06-60615,POINT (-87.602725 41.801993)
6,02/07/2021,02/13/2021,60634,1,2021-06-60634,POINT (-87.797373 41.944967)
7,02/14/2021,02/20/2021,60603,1,2021-07-60603,POINT (-87.625473 41.880112)
7,02/14/2021,02/20/2021,60604,1,2021-07-60604,POINT (-87.629029 41.878153)
7,02/14/2021,02/20/2021,60659,1,2021-07-60659,POINT (-87.703266 41.990803)
8,02/21/2021,02/27/2021,60604,1,2021-08-60604,POINT (-87.629029 41.878153)
8,02/21/2021,02/27/2021,60615,1,2021-08-60615,POINT (-87.602725 41.801993)
9,02/28/2021,03/06/2021,60604,1,2021-09-60604,POINT (-87.629029 41.878153)
9,02/28/2021,03/06/2021,60615,1,2021-09-60615,POINT (-87.602725 41.801993)
9,02/28/2021,03/06/2021,60654,1,2021-09-60654,POINT (-87.636354 41.892485)
9,02/28/2021,03/06/2021,60659,1,2021-09-60659,POINT (-87.703266 41.990803)
10,03/07/2021,03/13/2021,60654,1,2021-10-60654,POINT (-87.636354 41.892485)
11,03/14/2021,03/20/2021,60603,1,2021-11-60603,POINT (-87.625473 41.880112)
11,03/14/2021,03/20/2021,60604,1,2021-11-60604,POINT (-87.629029 41.878153)
11,03/14/2021,03/20/2021,60615,1,2021-11-60615,POINT (-87.602725 41.801993)
12,03/21/2021,03/27/2021,60634,1,2021-12-60634,POINT (-87.797373 41.944967)
12,03/21/2021,03/27/2021,60659,1,2021-12-60659,POINT (-87.703266 41.990803)
13,03/28/2021,04/03/2021,60615,1,2021-13-60615,POINT (-87.602725 41.801993)
13,03/28/2021,04/03/2021,60634,1,2021-13-60634,POINT (-87.797373 41.944967)
14,04/04/2021,04/10/2021,60615,1,2021-14-60615,POINT (-87.602725 41.801993)
14,04/04/2021,04/10/2021,60659,6,2021-14-60659,POINT (-87.703266 41.990803)
15,04/11/2021,04/17/2021,60603,1,2021-15-60603,POINT (-87.625473 41.880112)
16,04/18/2021,04/24/2021,60604,10,2021-16-60604,POINT (-87.629029 41.878153)
16,04/18/2021,04/24/2021,60615,1,2021-16-60615,POINT (-87.602725 41.801993)
16,04/18/2021,04/24/2021,60634,1,2021-16-60634,POINT (-87.797373 41.944967)
17,04/25/2021,05/01/2021,60604,1,2021-17-60604,POINT (-87.629029 41.878153)
17,04/25/2021,05/01/2021,60659,1,2021-17-60659,POINT (-87.703266 41.990803)
18,05/02/2021,05/08/2021,60603,1,2021-18-60603,POINT (-87.625473 41.880112)
18,05/02/2021,05/08/2021,60604,1,2021-18-60604,POINT (-87.629029 41.878153)
19,05/09/2021,05/15/2021,60604,1,2021-19-60604,POINT (-87.629029 41.878153)
20,05/16/2021,05/22/2021,60603,1,2021-20-60603,POINT (-87.625473 41.880112)
20,05/16/2021,05/22/2021,60634,1,2021-20-60634,POINT (-87.797373 41.944967)
20,05/16/2021,05/22/2021,60654,1,2021-20-60654,POINT (-87.636354 41.892485)
21,05/23/2021,05/29/2021,60604,1,2021-21-60604,POINT (-87.629029 41.878153)
21,05/23/2021,05/29/2021,60659,1,2021-21-60659,POINT (-87.703266 41.990803)
22,05/30/2021,06/05/2021,60654,1,2021-22-60654,POINT (-87.636354 41.892485)
22,05/30/2021,06/05/2021,60659,1,2021-22-60659,POINT (-87.703266 41.990803)
23,06/06/2021,06/12/2021,60604,1,2021-23-60604,POINT (-87.629029 41.878153)
23,06/06/2021,06/12/2021,60615,1,2021-23-60615,POINT (-87.602725 41.801993)
23,06/06/2021,06/12/2021,60634,1,2021-23-60634,POINT (-87.797373 41.944967)
23,06/06/2021,06/12/2021,60654,1,2021-23-60654,POINT (-87.636354 41.892485)
24,06/13/2021,06/19/2021,60603,1,2021-24-60603,POINT (-87.625473 41.880112)
25,06/20/2021,06/26/2021,60603,1,2021-25-60603,POINT (-87.625473 41.880112)
25,06/20/2021,06/26/2021,60615,4,2021-25-60615,POINT (-87.602725 41.801993)
25,06/20/2021,06/26/2021,60634,1,2021-25-60634,POINT (-87.797373 41.944967)
26,06/27/2021,07/03/2021,60615,1,2021-26-60615,POINT (-87.602725 41.801993)
27,07/04/2021,07/10/2021,60603,1,2021-27-60603,POINT (-87.625473 41.880112)
27,07/04/2021,07/10/2021,60604,1,2021-27-60604,POINT (-87.629029 41.878153)
27,07/04/2021,07/10/2021,60615,1,2021-27-60615,POINT (-87.602725 41.801993)
27,07/04/2021,07/10/2021,60654,3,2021-27-60654,POINT (-87.636354 41.892485)
27,07/04/2021,07/10/2021,60659,1,2021-27-60659,POINT (-87.703266 41.990803)
28,07/11/2021,07/17/2021,60615,1,2021-28-60615,POINT (-87.602725 41.801993)
29,07/18/2021,07/24/2021,60634,1,2021-29-60634,POINT (-87.797373 41.944967)
30,07/25/2021,07/31/2021,60603,1,2021-30-60603,POINT (-87.625473 41.880112)
30,07/25/2021,07/31/2021,60615,2,2021-30-60615,POINT (-87.602725 41.801993)
31,08/01/2021,08/07/2021,60604,1,2021-31-60604,POINT (-87.629029 41.878153)
31,08/01/2021,08/07/2021,60615,1,2021-31-60615,POINT (-87.602725 41.801993)
31,08/01/2021,08/07/2021,60634,2,2021-31-60634,POINT (-87.797373 41.944967)
32,08/08/2021,08/14/2021,60603,1,2021-32-60603,POINT (-87.625473 41.880112)
32,08/08/2021,08/14/2021,60604,1,2021-32-60604,POINT (-87.629029 41.878153)
33,08/15/2021,08/21/2021,60654,1,2021-33-60654,POINT (-87.636354 41.892485)
34,08/22/2021,08/28/2021,60634,1,2021-34-60634,POINT (-87.797373 41.944967)
35,08/29/2021,09/04/2021,60603,1,2021-35-60603,POINT (-87.625473 41.880112)
35,08/29/2021,09/04/2021,60654,1,2021-35-60654,POINT (-87.636354 41.892485)
36,09/05/2021,09/11/2021,60604,1,2021-36-60604,POINT (-87.629029 41.878153)
36,09/05/2021,09/11/2021,60654,1,2021-36-60654,POINT (-87.636354 41.892485)
36,09/05/2021,09/11/2021,60659,4,2021-36-60659,POINT (-87.703266 41.990803)
37,09/12/2021,09/18/2021,60615,3,2021-37-60615,POINT (-87.602725 41.801993)
37,09/12/2021,09/18/2021,60654,1,2021-37-60654,POINT (-87.636354 41.892485)
38,09/19/2021,09/25/2021,60615,1,2021-38-60615,POINT (-87.602725 41.801993)
38,09/19/2021,09/25/2021,60654,1,2021-38-60654,POINT (-87.636354 41.892485)
41,10/10/2021,10/16/2021,60604,1,2021-41-60604,POINT (-87.629029 41.878153)
42,10/17/2021,10/23/2021,60603,1,2021-42-60603,POINT (-87.625473 41.880112)
42,10/17/2021,10/23/2021,60659,1,2021-42-60659,POINT (-87.703266 41.990803)
43,10/24/2021,10/30/2021,60615,4,2021-43-60615,POINT (-87.602725 41.801993)
43,10/24/2021,10/30/2021,60634,3,2021-43-60634,POINT (-87.797373 41.944967)
43,10/24/2021,10/30/2021,60659,1,2021-43-60659,POINT (-87.703266 41.990803)
44,10/31/2021,11/06/2021,60603,1,2021-44-60603,POINT (-87.625473 41.880112)
44,10/31/2021,11/06/2021,60615,6,2021-44-60615,POINT (-87.602725 41.801993)
44,10/31/2021,11/06/2021,60654,4,2021-44-60654,POINT (-87.636354 41.892485)
44,10/31/2021,11/06/2021,60659,3,2021-44-60659,POINT (-87.703266 41.990803)
45,11/07/2021,11/13/2021,60603,1,2021-45-60603,POINT (-87.625473 41.880112)
45,11/07/2021,11/13/2021,60615,1,2021-45-60615,POINT (-87.602725 41.801993)
45,11/07/2021,11/13/2021,60654,1,2021-45-60654,POINT (-87.636354 41.892485)
45,11/07/2021,11/13/2021,60659,4,2021-45-60659,POINT (-87.703266 41.990803)
46,11/14/2021,11/20/2021,60604,1,2021-46-60604,POINT (-87.629029 41.878153)
46,11/14/2021,11/20/2021,60615,2,2021-46-60615,POINT (-87.602725 41.801993)
46,11/14/2021,11/20/2021,60659,1,2021-46-60659,POINT (-87.703266 41.990803)
47,11/21/2021,11/27/2021,60604,10,2021-47-60604,POINT (-87.629029 41.878153)
47,11/21/2021,11/27/2021,60659,2,2021-47-60659,POINT (-87.703266 41.990803)
48,11/28/2021,12/04/2021,60634,1,2021-48-60634,POINT (-87.797373 41.944967)
48,11/28/2021,12/04/2021,60659,4,2021-48-60659,POINT (-87.703266 41.990803)
49,12/05/2021,12/11/2021,60615,7,2021-49-60615,POINT (-87.602725 41.801993)
49,12/05/2021,12/11/2021,60634,3,2021-49-60634,POINT (-87.797373 41.944967)
49,12/05/2021,12/11/2021,60654,1,2021-49-60654,POINT (-87.636354 41.892485)
49,12/05/2021,12/11/2021,60659,8,2021-49-60659,POINT (-87.703266 41.990803)
51,12/19/2021,12/25/2021,60604,1,2021-51-60604,POINT (-87.629029 41.878153)
53,12/27/2020,01/02/2021,60604,1,2021-53-60604,POINT (-87.629029 41.878153)
53,12/27/2020,01/02/2021,60654,1,2021-53-60654,POINT (-87.636354 41.892485)
1,01/02/2022,01/08/2022,60654,1,2022-01-60654,POINT (-87.636354 41.892485)
1,01/02/2022,01/08/2022,60659,9,2022-01-60659,POINT (-87.703266 41.990803)
2,01/09/2022,01/15/2022,60604,1,2022-02-60604,POINT (-87.629029 41.878153)
3,01/16/2022,01/22/2022,60603,1,2022-03-60603,POINT (-87.625473 41.880112)
3,01/16/2022,01/22/2022,60659,3,2022-03-60659,POINT (-87.703266 41.990803)
4,01/23/2022,01/29/2022,60604,1,2022-04-60604,POINT (-87.629029 41.878153)
4,01/23/2022,01/29/2022,60654,6,2022-04-60654,POINT (-87.636354 41.892485)
5,01/30/2022,02/05/2022,60615,1,2022-05-60615,POINT (-87.602725 41.801993)
5,01/30/2022,02/05/2022,60659,1,2022-05-60659,POINT (-87.703266 41.990803)
6,02/06/2022,02/12/2022,60603,1,2022-06-60603,POINT (-87.625473 41.880112)
6,02/06/2022,02/12/2022,60615,2,2022-06-60615,POINT (-87.602725 41.801993)
7,02/13/2022,02/19/2022,60659,1,2022-07-60659,POINT (-87.703266 41.990803)
8,02/20/2022,02/26/2022,60634,2,2022-08-60634,POINT (-87.797373 41.944967)
8,02/20/2022,02/26/2022,60654,1,2022-08-60654,POINT (-87.636354 41.892485)
9,02/27/2022,03/05/2022,60634,1,2022-09-60634,POINT (-87.797373 41.944967)
9,02/27/2022,03/05/2022,60659,1,2022-09-60659,POINT (-87.703266 41.990803)
10,03/06/2022,03/12/2022,60604,1,2022-10-60604,POINT (-87.629029 41.878153)
11,03/13/2022,03/19/2022,60603,1,2022-11-60603,POINT (-87.625473 41.880112)
11,03/13/2022,03/19/2022,60604,1,2022-11-60604,POINT (-87.629029 41.878153)
11,03/13/2022,03/19/2022,60615,1,2022-11-60615,POINT (-87.602725 41.801993)
11,03/13/2022,03/19/2022,60634,1,2022-11-60634,POINT (-87.797373 41.944967)
12,03/20/2022,03/26/2022,60603,1,2022-12-60603,POINT (-87.625473 41.880112)
13,03/27/2022,04/02/2022,60604,1,2022-13-60604,POINT (-87.629029 41.878153)
13,03/27/2022,04/02/2022,60659,2,2022-13-60659,POINT (-87.703266 41.990803)
14,04/03/2022,04/09/2022,60615,4,2022-14-60615,POINT (-87.602725 41.801993)
14,04/03/2022,04/09/2022,60634,4,2022-14-60634,POINT (-87.797373 41.944967)
14,04/03/2022,04/09/2022,60654,1,2022-14-60654,POINT (-87.636354 41.892485)
15,04/10/2022,04/16/2022,60603,1,2022-15-60603,POINT (-87.625473 41.880112)
15,04/10/2022,04/16/2022,60634,2,2022-15-60634,POINT (-87.797373 41.944967)
16,04/17/2022,04/23/2022,60634,3,2022-16-60634,POINT (-87.797373 41.944967)
16,04/17/2022,04/23/2022,60659,6,2022-16-60659,POINT (-87.703266 41.990803)
17,04/24/2022,04/30/2022,60603,1,2022-17-60603,POINT (-87.625473 41.880112)
18,05/01/2022,05/07/2022,60654,1,2022-18-60654,POINT (-87.636354 41.892485)
18,05/01/2022,05/07/2022,60659,3,2022-18-60659,POINT (-87.703266 41.990803)
19,05/08/2022,05/14/2022,60603,1,2022-19-60603,POINT (-87.625473 41.880112)
19,05/08/2022,05/14/2022,60604,1,2022-19-60604,POINT (-87.629029 41.878153)
19,05/08/2022,05/14/2022,60615,5,2022-19-60615,POINT (-87.602725 41.801993)
19,05/08/2022,05/14/2022,60654,1,2022-19-60654,POINT (-87.636354 41.892485)
19,05/08/2022,05/14/2022,60659,10,2022-19-60659,POINT (-87.703266 41.990803)
20,05/15/2022,05/21/2022,60603,1,2022-20-60603,POINT (-87.625473 41.880112)
20,05/15/2022,05/21/2022,60634,5,2022-20-60634,POINT (-87.797373 41.944967)
21,05/22/2022,05/28/2022,60603,1,2022-21-60603,POINT (-87.625473 41.880112)
21,05/22/2022,05/28/2022,60654,1,2022-21-60654,POINT (-87.636354 41.892485)
22,05/29/2022,06/04/2022,60634,1,2022-22-60634,POINT (-87.797373 41.944967)
23,06/05/2022,06/11/2022,60634,8,2022-23-60634,POINT (-87.797373 41.944967)
23,06/05/2022,06/11/2022,60654,1,2022-23-60654,POINT (-87.636354 41.892485)
24,06/12/2022,06/18/2022,60603,1,2022-24-60603,POINT (-87.625473 41.880112)
24,06/12/2022,06/18/2022,60604,1,2022-24-60604,POINT (-87.629029 41.878153)
24,06/12/2022,06/18/2022,60615,7,2022-24-60615,POINT (-87.602725 41.801993)
25,06/19/2022,06/25/2022,60603,1,2022-25-60603,POINT (-87.625473 41.880112)
25,06/19/2022,06/25/2022,60604,1,2022-25-60604,POINT (-87.629029 41.878153)
25,06/19/2022,06/25/2022,60615,4,2022-25-60615,POINT (-87.602725 41.801993)
26,06/26/2022,07/02/2022,60603,1,2022-26-60603,POINT (-87.625473 41.880112)
26,06/26/2022,07/02/2022,60615,1,2022-26-60615,POINT (-87.602725 41.801993)
26,06/26/2022,07/02/2022,60654,1,2022-26-60654,POINT (-87.636354 41.892485)
27,07/03/2022,07/09/2022,60604,1,2022-27-60604,POINT (-87.629029 41.878153)
27,07/03/2022,07/09/2022,60634,1,2022-27-60634,POINT (-87.797373 41.944967)
28,07/10/2022,07/16/2022,60654,1,2022-28-60654,POINT (-87.636354 41.892485)
28,07/10/2022,07/16/2022,60659,1,2022-28-60659,POINT (-87.703266 41.990803)
30,07/24/2022,07/30/2022,60603,1,2022-30-60603,POINT (-87.625473 41.880112)
30,07/24/2022,07/30/2022,60604,1,2022-30-60604,POINT (-87.629029 41.878153)
30,07/24/2022,07/30/2022,60615,3,2022-30-60615,POINT (-87.602725 41.801993)
32,08/07/2022,08/13/2022,60604,1,2022-32-60604,POINT (-87.629029 41.878153)
32,08/07/2022,08/13/2022,60615,4,2022-32-60615,POINT (-87.602725 41.801993)
32,08/07/2022,08/13/2022,60659,1,2022-32-60659,POINT (-87.703266 41.990803)
33,08/14/2022,08/20/2022,60659,1,2022-33-60659,POINT (-87.703266 41.990803)
34,08/21/2022,08/27/2022,60615,6,2022-34-60615,POINT (-87.602725 41.801993)
34,08/21/2022,08/27/2022,60634,5,2022-34-60634,POINT (-87.797373 41.944967)
34,08/21/2022,08/27/2022,60659,6,2022-34-60659,POINT (-87.703266 41.990803)
35,08/28/2022,09/03/2022,60603,1,2022-35-60603,POINT (-87.625473 41.880112)
35,08/28/2022,09/03/2022,60604,1,2022-35-60604,POINT (-87.629029 41.878153)
35,08/28/2022,09/03/2022,60615,3,2022-35-60615,POINT (-87.602725 41.801993)
36,09/04/2022,09/10/2022,60659,6,2022-36-60659,POINT (-87.703266 41.990803)
37,09/11/2022,09/17/2022,60603,1,2022-37-60603,POINT (-87.625473 41.880112)
37,09/11/2022,09/17/2022,60615,1,2022-37-60615,POINT (-87.602725 41.801993)
37,09/11/2022,09/17/2022,60654,1,2022-37-60654,POINT (-87.636354 41.892485)
38,09/18/2022,09/24/2022,60604,1,2022-38-60604,POINT (-87.629029 41.878153)
38,09/18/2022,09/24/2022,60615,7,2022-38-60615,POINT (-87.602725 41.801993)
39,09/25/2022,10/01/2022,60615,5,2022-39-60615,POINT (-87.602725 41.801993)
39,09/25/2022,10/01/2022,60634,3,2022-39-60634,POINT (-87.797373 41.944967)
3,01/17/2021,01/23/2021,60634,1,2021-03-60634,POINT (-87.797373 41.944967)
50,12/12/2021,12/18/2021,60604,1,2021-50-60604,POINT (-87.629029 41.878153)
23,06/02/2024,06/08/2024,60827,1,2024-23-60827,POINT (-87.633087 41.650765)
23,06/02/2024,06/08/2024,60707,2,2024-23-60707,POINT (-87.808283 41.921777)
41,10/09/2022,10/15/2022,60615,6,2022-41-60615,POINT (-87.602725 41.801993)
42,10/16/2022,10/22/2022,60603,1,2022-42-60603,POINT (-87.625473 41.880112)
42,10/16/2022,10/22/2022,60659,10,2022-42-60659,POINT (-87.703266 41.990803)
43,10/23/2022,10/29/2022,60603,1,2022-43-60603,POINT (-87.625473 41.880112)
43,10/23/2022,10/29/2022,60615,4,2022-43-60615,POINT (-87.602725 41.801993)
43,10/23/2022,10/29/2022,60634,10,2022-43-60634,POINT (-87.797373 41.944967)
44,10/30/2022,11/05/2022,60654,1,2022-44-60654,POINT (-87.636354 41.892485)
45,11/06/2022,11/12/2022,60634,10,2022-45-60634,POINT (-87.797373 41.944967)
46,11/13/2022,11/19/2022,60603,10,2022-46-60603,POINT (-87.625473 41.880112)
46,11/13/2022,11/19/2022,60604,1,2022-46-60604,POINT (-87.629029 41.878153)
46,11/13/2022,11/19/2022,60659,9,2022-46-60659,POINT (-87.703266 41.990803)
47,11/20/2022,11/26/2022,60603,1,2022-47-60603,POINT (-87.625473 41.880112)
47,11/20/2022,11/26/2022,60634,10,2022-47-60634,POINT (-87.797373 41.944967)
14,04/02/2023,04/08/2023,60620,7,2023-14-60620,POINT (-87.651656 41.740873)
